x,  y,  theta,  a,  b,  c,  d,  e,  f,  g,  h
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 120.000
0.103, 0.000, 0.000, 0.000, 0.000, 0.041, 4.979, 120.000
0.193, 0.000, 0.000, 0.000, 0.000, 0.057, 6.800, 120.000
0.407, 0.000, 0.000, 0.000, 0.000, 0.082, 9.884, 120.000
0.512, 0.000, 0.000, 0.000, 0.000, 0.092, 11.090, 120.000
0.709, 0.000, 0.000, 0.000, 0.000, 0.109, 13.040, 120.000
1.182, 0.000, 0.000, 0.000, 0.000, 0.140, 16.842, 120.000
1.375, 0.000, 0.000, 0.000, 0.000, 0.151, 18.167, 120.000
1.939, 0.000, 0.000, 0.000, 0.000, 0.180, 21.572, 120.000
2.172, 0.000, 0.000, 0.000, 0.000, 0.190, 22.833, 120.000
2.506, 0.000, 0.000, 0.000, 0.000, 0.204, 24.527, 120.000
2.931, 0.000, 0.000, 0.000, 0.000, 0.221, 26.521, 120.000
3.489, 0.000, 0.000, 0.000, 0.000, 0.241, 28.938, 120.000
4.174, 0.000, 0.000, 0.000, 0.000, 0.264, 31.650, 120.000
4.578, 0.000, 0.000, 0.000, 0.000, 0.276, 33.147, 120.000
5.301, 0.000, 0.000, 0.000, 0.000, 0.297, 35.669, 120.000
6.433, 0.000, 0.000, 0.000, 0.000, 0.327, 39.293, 120.000
8.633, 0.000, 0.000, 0.000, 0.000, 0.379, 45.519, 120.000
9.536, 0.000, 0.000, 0.000, 0.000, 0.399, 47.841, 120.000
10.350, 0.000, 0.000, 0.000, 0.000, 0.415, 49.839, 120.000
11.315, 0.000, 0.000, 0.000, 0.000, 0.434, 52.111, 120.000
11.908, 0.000, 0.000, 0.000, 0.000, 0.445, 53.460, 120.000
15.079, 0.000, 0.000, 0.000, 0.000, 0.501, 60.157, 120.000
16.782, 0.000, 0.000, 0.000, 0.000, 0.529, 63.465, 120.000
18.392, 0.000, 0.000, 0.000, 0.000, 0.554, 66.438, 120.000
19.196, 0.000, 0.000, 0.000, 0.000, 0.566, 67.876, 120.000
19.817, 0.000, 0.000, 0.000, 0.000, 0.575, 68.964, 120.000
21.691, 0.000, 0.000, 0.000, 0.000, 0.601, 72.152, 120.000
23.013, 0.000, 0.000, 0.000, 0.000, 0.619, 74.317, 120.000
24.156, 0.000, 0.000, 0.000, 0.000, 0.635, 76.141, 120.000
24.935, 0.000, 0.000, 0.000, 0.000, 0.645, 77.359, 120.000
25.780, 0.000, 0.000, 0.000, 0.000, 0.655, 78.659, 120.000
26.919, 0.000, 0.000, 0.000, 0.000, 0.670, 80.378, 120.000
28.060, 0.000, 0.000, 0.000, 0.000, 0.684, 82.064, 120.000
28.992, 0.000, 0.000, 0.000, 0.000, 0.695, 83.415, 120.000
30.309, 0.000, 0.000, 0.000, 0.000, 0.711, 85.288, 120.000
31.379, 0.000, 0.000, 0.000, 0.000, 0.723, 86.781, 120.000
31.841, 0.000, 0.000, 0.000, 0.000, 0.728, 87.417, 120.000
32.414, 0.000, 0.000, 0.000, 0.000, 0.735, 88.201, 120.000
33.081, 0.000, 0.000, 0.000, 0.000, 0.743, 89.104, 120.000
33.959, 0.000, 0.000, 0.000, 0.000, 0.752, 90.278, 120.000
35.682, 0.000, 0.000, 0.000, 0.000, 0.771, 92.540, 120.000
37.489, 0.000, 0.000, 0.000, 0.000, 0.790, 94.854, 120.000
38.735, 0.000, 0.000, 0.000, 0.000, 0.803, 96.418, 120.000
40.010, 0.000, 0.000, 0.000, 0.000, 0.817, 97.992, 120.000
41.576, 0.000, 0.000, 0.000, 0.000, 0.832, 99.891, 120.000
42.935, 0.000, 0.000, 0.000, 0.000, 0.846, 101.510, 120.000
44.037, 0.000, 0.000, 0.000, 0.000, 0.857, 102.805, 120.000
45.752, 0.000, 0.000, 0.000, 0.000, 0.873, 104.787, 120.000
46.950, 0.000, 0.000, 0.000, 0.000, 0.885, 106.151, 120.000
48.070, 0.000, 0.000, 0.000, 0.000, 0.895, 107.410, 120.000
49.845, 0.000, 0.000, 0.000, 0.000, 0.911, 109.375, 120.000
51.307, 0.000, 0.000, 0.000, 0.000, 0.925, 110.967, 120.000
53.356, 0.000, 0.000, 0.000, 0.000, 0.943, 113.161, 120.000
54.564, 0.000, 0.000, 0.000, 0.000, 0.954, 114.435, 120.000
55.638, 0.000, 0.000, 0.000, 0.000, 0.963, 115.555, 120.000
56.636, 0.000, 0.000, 0.000, 0.000, 0.972, 116.587, 120.000
59.817, 0.000, 0.000, 0.000, 0.000, 0.998, 119.817, 120.000
61.808, 0.000, 0.000, 0.000, 0.000, 1.015, 120.000, 0.000
63.569, 0.000, 0.000, 0.000, 0.000, 1.030, 120.000, 0.000
64.960, 0.000, 0.000, 0.000, 0.000, 1.041, 120.000, 0.000
66.356, 0.000, 0.000, 0.000, 0.000, 1.053, 120.000, 0.000
67.493, 0.000, 0.000, 0.000, 0.000, 1.062, 120.000, 0.000
69.063, 0.000, 0.000, 0.000, 0.000, 1.076, 120.000, 0.000
71.118, 0.000, 0.000, 0.000, 0.000, 1.093, 120.000, 0.000
72.420, 0.000, 0.000, 0.000, 0.000, 1.104, 120.000, 0.000
73.120, 0.000, 0.000, 0.000, 0.000, 1.109, 120.000, 0.000
73.712, 0.000, 0.000, 0.000, 0.000, 1.114, 120.000, 0.000
74.471, 0.000, 0.000, 0.000, 0.000, 1.121, 120.000, 0.000
75.735, 0.000, 0.000, 0.000, 0.000, 1.131, 120.000, 0.000
77.341, 0.000, 0.000, 0.000, 0.000, 1.145, 120.000, 0.000
78.481, 0.000, 0.000, 0.000, 0.000, 1.154, 120.000, 0.000
79.776, 0.000, 0.000, 0.000, 0.000, 1.165, 120.000, 0.000
81.274, 0.000, 0.000, 0.000, 0.000, 1.177, 120.000, 0.000
82.936, 0.000, 0.000, 0.000, 0.000, 1.191, 120.000, 0.000
83.765, 0.000, 0.000, 0.000, 0.000, 1.198, 120.000, 0.000
84.838, 0.000, 0.000, 0.000, 0.000, 1.207, 120.000, 0.000
85.894, 0.000, 0.000, 0.000, 0.000, 1.216, 120.000, 0.000
87.479, 0.000, 0.000, 0.000, 0.000, 1.229, 120.000, 0.000
88.307, 0.000, 0.000, 0.000, 0.000, 1.236, 120.000, 0.000
90.607, 0.000, 0.000, 0.000, 0.000, 1.255, 120.000, 0.000
92.660, 0.000, 0.000, 0.000, 0.000, 1.272, 120.000, 0.000
95.983, 0.000, 0.000, 0.000, 0.000, 1.300, 120.000, 0.000
98.214, 0.000, 0.000, 0.000, 0.000, 1.318, 120.000, 0.000
100.127, 0.000, 0.000, 0.000, 0.000, 1.334, 120.000, 0.000
101.183, 0.000, 0.000, 0.000, 0.000, 1.343, 120.000, 0.000
102.082, 0.000, 0.000, 0.000, 0.000, 1.351, 120.000, 0.000
104.927, 0.000, 0.000, 0.000, 0.000, 1.374, 120.000, 0.000
105.763, 0.000, 0.000, 0.000, 0.000, 1.381, 120.000, 0.000
106.491, 0.000, 0.000, 0.000, 0.000, 1.387, 120.000, 0.000
107.114, 0.000, 0.000, 0.000, 0.000, 1.393, 120.000, 0.000
108.149, 0.000, 0.000, 0.000, 0.000, 1.401, 120.000, 0.000
109.280, 0.000, 0.000, 0.000, 0.000, 1.411, 120.000, 0.000
111.647, 0.000, 0.000, 0.000, 0.000, 1.430, 120.000, 0.000
112.990, 0.000, 0.000, 0.000, 0.000, 1.442, 120.000, 0.000
114.321, 0.000, 0.000, 0.000, 0.000, 1.453, 120.000, 0.000
117.482, 0.000, 0.000, 0.000, 0.000, 1.479, 120.000, 0.000
118.556, 0.000, 0.000, 0.000, 0.000, 1.488, 120.000, 0.000
120.569, 0.000, 0.000, 0.000, 0.000, 1.505, 120.000, 0.000
121.284, 0.000, 0.000, 0.000, 0.000, 1.511, 120.000, 0.000
121.909, 0.000, 0.000, 0.000, 0.000, 1.516, 120.000, 0.000
123.980, 0.000, 0.000, 0.000, 0.000, 1.533, 120.000, 0.000
125.163, 0.000, 0.000, 0.000, 0.000, 1.543, 119.165, -85.886
125.984, 0.000, 0.000, 0.000, 0.000, 1.550, 118.572, -85.886
127.391, 0.000, 0.000, 0.000, 0.000, 1.562, 117.144, -120.000
128.935, 0.000, 0.000, 0.000, 0.000, 1.575, 115.551, -120.000
130.638, 0.000, 0.000, 0.000, 0.000, 1.590, 113.769, -120.000
132.331, 0.000, 0.000, 0.000, 0.000, 1.605, 111.968, -120.000
133.984, 0.000, 0.000, 0.000, 0.000, 1.620, 110.183, -120.000
135.714, 0.000, 0.000, 0.000, 0.000, 1.636, 108.283, -120.000
137.250, 0.000, 0.000, 0.000, 0.000, 1.650, 106.567, -120.000
138.824, 0.000, 0.000, 0.000, 0.000, 1.665, 104.780, -120.000
140.392, 0.000, 0.000, 0.000, 0.000, 1.680, 102.968, -120.000
141.918, 0.000, 0.000, 0.000, 0.000, 1.695, 101.174, -120.000
143.522, 0.000, 0.000, 0.000, 0.000, 1.711, 99.253, -120.000
144.905, 0.000, 0.000, 0.000, 0.000, 1.725, 97.567, -120.000
146.344, 0.000, 0.000, 0.000, 0.000, 1.740, 95.780, -120.000
147.773, 0.000, 0.000, 0.000, 0.000, 1.755, 93.973, -120.000
149.175, 0.000, 0.000, 0.000, 0.000, 1.770, 92.166, -120.000
150.532, 0.000, 0.000, 0.000, 0.000, 1.785, 90.381, -120.000
151.883, 0.000, 0.000, 0.000, 0.000, 1.800, 88.570, -120.000
153.202, 0.000, 0.000, 0.000, 0.000, 1.815, 86.764, -120.000
154.483, 0.000, 0.000, 0.000, 0.000, 1.830, 84.974, -120.000
155.739, 0.000, 0.000, 0.000, 0.000, 1.845, 83.181, -120.000
156.979, 0.000, 0.000, 0.000, 0.000, 1.860, 81.372, -120.000
158.183, 0.000, 0.000, 0.000, 0.000, 1.875, 79.577, -120.000
159.362, 0.000, 0.000, 0.000, 0.000, 1.890, 77.780, -120.000
160.698, 0.000, 0.000, 0.000, 0.000, 1.907, 75.690, -120.000
161.646, 0.000, 0.000, 0.000, 0.000, 1.920, 74.171, -120.000
162.842, 0.000, 0.000, 0.000, 0.000, 1.936, 72.210, -120.000
163.816, 0.000, 0.000, 0.000, 0.000, 1.950, 70.573, -120.000
164.858, 0.000, 0.000, 0.000, 0.000, 1.965, 68.778, -120.000
165.877, 0.000, 0.000, 0.000, 0.000, 1.980, 66.978, -120.000
166.870, 0.000, 0.000, 0.000, 0.000, 1.995, 65.173, -120.000
167.831, 0.000, 0.000, 0.000, 0.000, 2.010, 63.380, -120.000
168.769, 0.000, 0.000, 0.000, 0.000, 2.025, 61.578, -120.000
169.682, 0.000, 0.000, 0.000, 0.000, 2.040, 59.772, -120.000
170.564, 0.000, 0.000, 0.000, 0.000, 2.055, 57.974, -120.000
171.642, 0.000, 0.000, 0.000, 0.000, 2.074, 55.699, -120.000
172.347, 0.000, 0.000, 0.000, 0.000, 2.087, 54.159, -120.000
173.048, 0.000, 0.000, 0.000, 0.000, 2.100, 52.582, -120.000
173.826, 0.000, 0.000, 0.000, 0.000, 2.115, 50.776, -120.000
174.575, 0.000, 0.000, 0.000, 0.000, 2.130, 48.974, -120.000
175.415, 0.000, 0.000, 0.000, 0.000, 2.148, 46.870, -120.000
176.101, 0.000, 0.000, 0.000, 0.000, 2.162, 45.080, -120.000
176.898, 0.000, 0.000, 0.000, 0.000, 2.181, 42.906, -120.000
177.467, 0.000, 0.000, 0.000, 0.000, 2.194, 41.285, -120.000
178.060, 0.000, 0.000, 0.000, 0.000, 2.209, 39.524, -120.000
178.497, 0.000, 0.000, 0.000, 0.000, 2.220, 38.172, -120.000
179.054, 0.000, 0.000, 0.000, 0.000, 2.235, 36.378, -120.000
179.634, 0.000, 0.000, 0.000, 0.000, 2.251, 34.415, -120.000
180.105, 0.000, 0.000, 0.000, 0.000, 2.265, 32.729, -120.000
180.573, 0.000, 0.000, 0.000, 0.000, 2.280, 30.968, -120.000
181.021, 0.000, 0.000, 0.000, 0.000, 2.295, 29.180, -120.000
181.445, 0.000, 0.000, 0.000, 0.000, 2.310, 27.379, -120.000
181.843, 0.000, 0.000, 0.000, 0.000, 2.325, 25.577, -120.000
182.213, 0.000, 0.000, 0.000, 0.000, 2.340, 23.778, -120.000
182.556, 0.000, 0.000, 0.000, 0.000, 2.355, 21.976, -120.000
182.879, 0.000, 0.000, 0.000, 0.000, 2.370, 20.140, -120.000
183.161, 0.000, 0.000, 0.000, 0.000, 2.385, 18.382, -120.000
183.424, 0.000, 0.000, 0.000, 0.000, 2.400, 16.575, -120.000
183.658, 0.000, 0.000, 0.000, 0.000, 2.415, 14.781, -120.000
183.867, 0.000, 0.000, 0.000, 0.000, 2.430, 12.978, -120.000
184.050, 0.000, 0.000, 0.000, 0.000, 2.445, 11.151, -120.000
184.265, 0.000, 0.000, 0.000, 0.000, 2.467, 8.532, -120.000
184.329, 0.000, 0.000, 0.000, 0.000, 2.475, 7.580, -120.000
184.429, 0.000, 0.000, 0.000, 0.000, 2.490, 5.779, -120.000
184.502, 0.000, 0.000, 0.000, 0.000, 2.505, 3.984, -120.000
184.549, 0.000, 0.000, 0.000, 0.000, 2.520, 2.182, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
184.568, 0.000, 0.000, 0.000, 0.000, 2.535, 0.372, -120.000
